theta_cs, phi_cs, theta_prime, phi_prime
2.86834,1.99174,3.1146,35.4566
2.94383,1.99174,3.12295,50.6485
3.01931,1.99174,3.13044,83.5112
3.09479,1.99174,3.1374,219.366
0,2.14495,nan,nan
0.0754827,2.14495,0.00679884,-131.714
0.150965,2.14495,0.0139624,-62.8978
0.226448,2.14495,0.021849,-39.2762
0.301931,2.14495,0.0309048,-26.9915
0.377414,2.14495,0.0417177,-19.2892
0.452896,2.14495,0.0550861,-13.9351
0.528379,2.14495,0.072099,-9.98775
0.603862,2.14495,0.0942148,-6.98801
0.679344,2.14495,0.123304,-4.6857
0.754827,2.14495,0.161599,-2.92614
0.83031,2.14495,0.211526,-1.5979
0.905792,2.14495,0.275416,-0.609492
0.981275,2.14495,0.355234,0.118191
1.05676,2.14495,0.452421,0.652202
1.13224,2.14495,0.567886,1.04655
1.20772,2.14495,0.702043,1.34254
1.28321,2.14495,0.854747,1.57064
1.35869,2.14495,1.025,1.75296
1.43417,2.14495,1.21049,1.90568
1.50965,2.14495,1.40718,2.04108
1.58514,2.14495,1.60931,2.16914
1.66062,2.14495,1.81013,2.2989
1.7361,2.14495,2.00316,2.43961
1.81158,2.14495,2.18324,2.60196
1.88707,2.14495,2.34701,2.7995
1.96255,2.14495,2.49273,3.0504
2.03803,2.14495,2.61977,3.37963
2.11352,2.14495,2.72821,3.82152
2.189,2.14495,2.81867,4.42204
2.26448,2.14495,2.89223,5.24021
2.33996,2.14495,2.95056,6.34781
2.41545,2.14495,2.99578,7.82836
2.49093,2.14495,3.0303,9.77941
2.56641,2.14495,3.05649,12.3249
2.64189,2.14495,3.07647,15.6474
2.71738,2.14495,3.09195,20.0578
2.79286,2.14495,3.10424,26.151
2.86834,2.14495,3.1143,35.2077
2.94383,2.14495,3.12285,50.5065
3.01931,2.14495,3.13042,83.4805
3.09479,2.14495,3.1374,219.449
0,2.29816,nan,nan
0.0754827,2.29816,0.00680361,-131.457
0.150965,2.29816,0.0140025,-62.5395
0.226448,2.29816,0.0219952,-38.8187
0.301931,2.29816,0.0312894,-26.4403
0.377414,2.29816,0.0425721,-18.6546
0.452896,2.29816,0.0567994,-13.2338
0.528379,2.29816,0.075302,-9.24349
0.603862,2.29816,0.0998746,-6.23143
0.679344,2.29816,0.132785,-3.9502
0.754827,2.29816,0.176617,-2.24173
0.83031,2.29816,0.233897,-0.984989
0.905792,2.29816,0.30663,-0.076081
0.981275,2.29816,0.395947,0.57482
1.05676,2.29816,0.502038,1.04118
1.13224,2.29816,0.624322,1.37917
1.20772,2.29816,0.761672,1.62946
1.28321,2.29816,0.912544,1.82065
1.35869,2.29816,1.07499,1.97264
1.43417,2.29816,1.2466,2.09959
1.50965,2.29816,1.42445,2.21198
1.58514,2.29816,1.60519,2.31823
1.66062,2.29816,1.78525,2.4259
1.7361,2.29816,1.9611,2.54275
1.81158,2.29816,2.12955,2.67782
1.88707,2.29816,2.28785,2.84278
1.96255,2.29816,2.43379,3.05368
2.03803,2.29816,2.56558,3.33335
2.11352,2.29816,2.68182,3.71455
2.189,2.29816,2.78157,4.24349
2.26448,2.29816,2.86451,4.98283
2.33996,2.29816,2.93119,6.01253
2.41545,2.29816,2.98308,7.42793
2.49093,2.29816,3.02246,9.33845
2.56641,2.29816,3.0519,11.8755
2.64189,2.29816,3.07393,15.2225
2.71738,2.29816,3.09062,19.6858
2.79286,2.29816,3.1036,25.853
2.86834,2.29816,3.11403,34.9977
2.94383,2.29816,3.12276,50.3927
3.01931,2.29816,3.1304,83.4672
3.09479,2.29816,3.1374,219.538
0,2.45137,nan,nan
0.0754827,2.45137,0.00680777,-131.214
0.150965,2.45137,0.0140376,-62.2075
0.226448,2.45137,0.0221242,-38.4003
0.301931,2.45137,0.0316318,-25.9411
0.377414,2.45137,0.0433404,-18.0847
0.452896,2.45137,0.058358,-12.6098
0.528379,2.45137,0.078246,-8.58966
0.603862,2.45137,0.105111,-5.57769
0.679344,2.45137,0.141554,-3.32755
0.754827,2.45137,0.190364,-1.67502
0.83031,2.45137,0.253947,-0.48746
0.905792,2.45137,0.333738,0.35125
0.981275,2.45137,0.429933,0.939404
1.05676,2.45137,0.541642,1.35399
1.13224,2.45137,0.66728,1.65109
1.20772,2.45137,0.804942,1.86963
1.28321,2.45137,0.95262,2.03601
1.35869,2.45137,1.10829,2.16815
1.43417,2.45137,1.2699,2.27854
1.50965,2.45137,1.43538,2.37634
1.58514,2.45137,1.6026,2.46885
1.66062,2.45137,1.76941,2.56258
1.7361,2.45137,1.93367,2.66423
1.81158,2.45137,2.09326,2.78167
1.88707,2.45137,2.24614,2.9251
1.96255,2.45137,2.39025,3.1088
2.03803,2.45137,2.52357,3.3535
2.11352,2.45137,2.64413,3.68984
2.189,2.45137,2.75011,4.16269
2.26448,2.45137,2.84012,4.83578
2.33996,2.45137,2.91366,5.7944
2.41545,2.45137,2.9714,7.14412
2.49093,2.45137,3.01519,9.00699
2.56641,2.45137,3.04767,11.5244
2.64189,2.45137,3.0716,14.8832
2.71738,2.45137,3.08942,19.3864
2.79286,2.45137,3.10302,25.6148
2.86834,2.45137,3.11378,34.8347
2.94383,2.45137,3.12267,50.3131
3.01931,2.45137,3.13038,83.4752
3.09479,2.45137,3.1374,219.635
0,2.60459,nan,nan
0.0754827,2.60459,0.00681123,-130.987
0.150965,2.60459,0.0140669,-61.9059
0.226448,2.60459,0.0222323,-38.0273
0.301931,2.60459,0.0319209,-25.5015
0.377414,2.60459,0.043995,-17.588
0.452896,2.60459,0.0596979,-12.0716
0.528379,2.60459,0.0807968,-8.03211
0.603862,2.60459,0.109665,-5.0279
0.679344,2.60459,0.149156,-2.81176
0.754827,2.60459,0.202137,-1.21189
0.83031,2.60459,0.270755,-0.0841059
0.905792,2.60459,0.355822,0.697969
0.981275,2.60459,0.456717,1.23831
1.05676,2.60459,0.571778,1.61521
1.13224,2.60459,0.698851,1.88359
1.20772,2.60459,0.835715,2.08039
1.28321,2.60459,0.980294,2.23009
1.35869,2.60459,1.13072,2.34906
1.43417,2.60459,1.28532,2.44857
1.50965,2.60459,1.44253,2.53683
1.58514,2.60459,1.60091,2.62036
1.66062,2.60459,1.75901,2.70499
1.7361,2.60459,1.91541,2.79669
1.81158,2.60459,2.06861,2.90249
1.88707,2.60459,2.21702,3.03159
1.96255,2.60459,2.3589,3.1969
2.03803,2.60459,2.4923,3.41745
2.11352,2.60459,2.61507,3.72187
2.189,2.60459,2.72499,4.15324
2.26448,2.60459,2.82002,4.77481
2.33996,2.60459,2.89884,5.67465
2.41545,2.60459,2.96134,6.96591
2.49093,2.60459,3.00888,8.78196
2.56641,2.60459,3.04399,11.2748
2.64189,2.60459,3.06959,14.6364
2.71738,2.60459,3.08839,19.1681
2.79286,2.60459,3.10254,25.4447
2.86834,2.60459,3.11358,34.726
2.94383,2.60459,3.1226,50.2732
3.01931,2.60459,3.13036,83.5079
3.09479,2.60459,3.1374,219.742
0,2.7578,nan,nan
0.0754827,2.7578,0.0068139,-130.776
0.150965,2.7578,0.0140896,-61.6382
0.226448,2.7578,0.0223164,-37.7045
0.301931,2.7578,0.032147,-25.1278
0.377414,2.7578,0.0445107,-17.1713
0.452896,2.7578,0.0607612,-11.6249
0.528379,2.7578,0.082832,-7.57412
0.603862,2.7578,0.113304,-4.58056
0.679344,2.7578,0.155204,-2.39524
0.754827,2.7578,0.211395,-0.838923
0.83031,2.7578,0.283727,0.242356
0.905792,2.7578,0.372472,0.982504
0.981275,2.7578,0.4764,1.48884
1.05676,2.7578,0.593364,1.83975
1.13224,2.7578,0.720921,2.08877
1.20772,2.7578,0.856759,2.27114
1.28321,2.7578,0.998865,2.40989
1.35869,2.7578,1.14555,2.52026
1.43417,2.7578,1.29539,2.61269
1.50965,2.7578,1.44718,2.69476
1.58514,2.7578,1.59981,2.77248
1.66062,2.7578,1.75224,2.8512
1.7361,2.7578,1.90343,2.93643
1.81158,2.7578,2.05222,3.03467
1.88707,2.7578,2.19735,3.15439
1.96255,2.7578,2.33729,3.30757
2.03803,2.7578,2.47023,3.51201
2.11352,2.7578,2.59405,3.79474
2.189,2.7578,2.70635,4.1972
2.26448,2.7578,2.80472,4.78161
2.33996,2.7578,2.8873,5.63716
2.41545,2.7578,2.95338,6.88195
2.49093,2.7578,3.00385,8.65815
2.56641,2.7578,3.04104,11.1272
2.64189,2.7578,3.06798,14.4866
2.71738,2.7578,3.08757,19.0373
2.79286,2.7578,3.10215,25.3495
2.86834,2.7578,3.11342,34.6774
2.94383,2.7578,3.12255,50.2774
3.01931,2.7578,3.13035,83.5681
3.09479,2.7578,3.1374,219.86
0,2.91101,nan,nan
0.0754827,2.91101,0.00681572,-130.583
0.150965,2.91101,0.0141051,-61.4071
0.226448,2.91101,0.022374,-37.436
0.301931,2.91101,0.0323025,-24.8248
0.377414,2.91101,0.044867,-16.8395
0.452896,2.91101,0.0614995,-11.2738
0.528379,2.91101,0.0842506,-7.21717
0.603862,2.91101,0.115842,-4.23313
0.679344,2.91101,0.159404,-2.07087
0.754827,2.91101,0.217761,-0.545283
0.83031,2.91101,0.292521,0.5045
0.905792,2.91101,0.383568,1.21719
0.981275,2.91101,0.489286,1.70184
1.05676,2.91101,0.607252,2.03649
1.13224,2.91101,0.734898,2.27356
1.20772,2.91101,0.869902,2.4471
1.28321,2.91101,1.01033,2.57919
1.35869,2.91101,1.15462,2.68436
1.43417,2.91101,1.30151,2.7725
1.50965,2.91101,1.44999,2.85083
1.58514,2.91101,1.59915,2.92502
1.66062,2.91101,1.74814,3.00017
1.7361,2.91101,1.89613,3.0815
1.81158,2.91101,2.04217,3.17515
1.88707,2.91101,2.18515,3.28918
1.96255,2.91101,2.32372,3.43498
2.03803,2.91101,2.45618,3.62953
2.11352,2.91101,2.58044,3.89882
2.189,2.91101,2.69406,4.28307
2.26448,2.91101,2.79446,4.84356
2.33996,2.91101,2.87944,5.66976
2.41545,2.91101,2.94789,6.88261
2.49093,2.91101,3.00035,8.63015
2.56641,2.91101,3.03899,11.0808
2.64189,2.91101,3.06687,14.4366
2.71738,2.91101,3.08701,18.9986
2.79286,2.91101,3.10189,25.3342
2.86834,2.91101,3.11331,34.6934
2.94383,2.91101,3.12251,50.3293
3.01931,2.91101,3.13034,83.658
3.09479,2.91101,3.1374,219.989
0,3.06422,nan,nan
0.0754827,3.06422,0.00681664,-130.41
0.150965,3.06422,0.0141129,-61.2144
0.226448,3.06422,0.0224033,-37.2243
0.301931,3.06422,0.0323819,-24.5957
0.377414,3.06422,0.0450494,-16.596
0.452896,3.06422,0.0618786,-11.0209
0.528379,3.06422,0.0849804,-6.96177
0.603862,3.06422,0.117148,-3.98325
0.679344,3.06422,0.161558,-1.83328
0.754827,3.06422,0.221006,-0.323554
0.83031,3.06422,0.296964,0.710363
0.905792,3.06422,0.389117,1.40948
0.981275,3.06422,0.495662,1.88357
1.05676,3.06422,0.614057,2.2104
1.13224,3.06422,0.741685,2.44175
1.20772,3.06422,0.876234,2.6111
1.28321,3.06422,1.01581,2.74003
1.35869,3.06422,1.15893,2.84272
1.43417,3.06422,1.30442,2.92884
1.50965,3.06422,1.45132,3.00539
1.58514,3.06422,1.59883,3.07792
1.66062,3.06422,1.7462,3.15138
1.7361,3.06422,1.89267,3.23086
1.81158,3.06422,2.03738,3.32234
1.88707,3.06422,2.1793,3.43366
1.96255,3.06422,2.31717,3.57595
2.03803,3.06422,2.44933,3.76579
2.11352,3.06422,2.57375,4.02865
2.189,3.06422,2.68795,4.40409
2.26448,3.06422,2.78931,4.95288
2.33996,3.06422,2.87545,5.76447
2.41545,3.06422,2.94508,6.9611
2.49093,3.06422,2.99855,8.69369
2.56641,3.06422,3.03794,11.1343
2.64189,3.06422,3.06629,14.4876
2.71738,3.06422,3.08672,19.0549
2.79286,3.06422,3.10175,25.4021
2.86834,3.06422,3.11326,34.7771
2.94383,3.06422,3.1225,50.4311
3.01931,3.06422,3.13034,83.7792
3.09479,3.06422,3.1374,220.13
0,3.21743,nan,nan
0.0754827,3.21743,0.00681665,-130.257
0.150965,3.21743,0.014113,-61.061
0.226448,3.21743,0.0224035,-37.0708
0.301931,3.21743,0.0323823,-24.4421
0.377414,3.21743,0.0450504,-16.4423
0.452896,3.21743,0.0618806,-10.8672
0.528379,3.21743,0.0849842,-6.80803
0.603862,3.21743,0.117155,-3.82955
0.679344,3.21743,0.161569,-1.67964
0.754827,3.21743,0.221022,-0.169994
0.83031,3.21743,0.296987,0.863841
0.905792,3.21743,0.389145,1.56289
0.981275,3.21743,0.495695,2.03693
1.05676,3.21743,0.614092,2.36372
1.13224,3.21743,0.741719,2.59504
1.20772,3.21743,0.876266,2.76436
1.28321,3.21743,1.01584,2.89328
1.35869,3.21743,1.15896,2.99596
1.43417,3.21743,1.30443,3.08207
1.50965,3.21743,1.45133,3.15861
1.58514,3.21743,1.59883,3.23113
1.66062,3.21743,1.74619,3.30458
1.7361,3.21743,1.89265,3.38405
1.81158,3.21743,2.03735,3.47552
1.88707,3.21743,2.17927,3.58683
1.96255,3.21743,2.31714,3.7291
2.03803,3.21743,2.4493,3.91892
2.11352,3.21743,2.57371,4.18174
2.189,3.21743,2.68792,4.55714
2.26448,3.21743,2.78928,5.10586
2.33996,3.21743,2.87543,5.91738
2.41545,3.21743,2.94506,7.11393
2.49093,3.21743,2.99854,8.84644
2.56641,3.21743,3.03793,11.287
2.64189,3.21743,3.06629,14.6403
2.71738,3.21743,3.08672,19.2077
2.79286,3.21743,3.10175,25.5549
2.86834,3.21743,3.11326,34.9299
2.94383,3.21743,3.1225,50.5841
3.01931,3.21743,3.13034,83.9322
3.09479,3.21743,3.1374,220.283
0,3.37064,nan,nan
0.0754827,3.37064,0.00681573,-130.124
0.150965,3.37064,0.0141052,-60.9469
0.226448,3.37064,0.0223744,-36.9755
0.301931,3.37064,0.0323037,-24.364
0.377414,3.37064,0.0448698,-16.3785
0.452896,3.37064,0.0615053,-10.8127
0.528379,3.37064,0.0842617,-6.75596
0.603862,3.37064,0.115862,-3.772
0.679344,3.37064,0.159437,-1.60993
0.754827,3.37064,0.21781,-0.084585
0.83031,3.37064,0.292589,0.964954
0.905792,3.37064,0.383653,1.67743
0.981275,3.37064,0.489385,2.16191
1.05676,3.37064,0.607358,2.49645
1.13224,3.37064,0.735004,2.73343
1.20772,3.37064,0.870001,2.90691
1.28321,3.37064,1.01041,3.03895
1.35869,3.37064,1.15468,3.14407
1.43417,3.37064,1.30156,3.23219
1.50965,3.37064,1.45001,3.31048
1.58514,3.37064,1.59914,3.38465
1.66062,3.37064,1.74811,3.45977
1.7361,3.37064,1.89608,3.54107
1.81158,3.37064,2.0421,3.63469
1.88707,3.37064,2.18506,3.74867
1.96255,3.37064,2.32362,3.89442
2.03803,3.37064,2.45607,4.08889
2.11352,3.37064,2.58034,4.35809
2.189,3.37064,2.69396,4.7422
2.26448,3.37064,2.79438,5.3025
2.33996,3.37064,2.87938,6.12848
2.41545,3.37064,2.94784,7.34108
2.49093,3.37064,3.00032,9.08839
2.56641,3.37064,3.03898,11.5389
2.64189,3.37064,3.06686,14.8946
2.71738,3.37064,3.087,19.4568
2.79286,3.37064,3.10189,25.7925
2.86834,3.37064,3.11331,35.152
2.94383,3.37064,3.12251,50.7882
3.01931,3.37064,3.13034,84.1172
3.09479,3.37064,3.1374,220.448
0,3.52385,nan,nan
0.0754827,3.52385,0.00681392,-130.009
0.150965,3.52385,0.0140898,-60.8712
0.226448,3.52385,0.0223172,-36.937
0.301931,3.52385,0.032149,-24.3599
0.377414,3.52385,0.0445152,-16.4029
0.452896,3.52385,0.0607705,-10.8563
0.528379,3.52385,0.08285,-6.80544
0.603862,3.52385,0.113336,-3.81199
0.679344,3.52385,0.155257,-1.62696
0.754827,3.52385,0.211476,-0.0710282
0.83031,3.52385,0.28384,1.00985
0.905792,3.52385,0.372615,1.74964
0.981275,3.52385,0.476568,2.25569
1.05676,3.52385,0.593545,2.60639
1.13224,3.52385,0.721105,2.85524
1.20772,3.52385,0.856933,3.0375
1.28321,3.52385,0.999017,3.17616
1.35869,3.52385,1.14567,3.28646
1.43417,3.52385,1.29548,3.37884
1.50965,3.52385,1.44722,3.46086
1.58514,3.52385,1.5998,3.53852
1.66062,3.52385,1.75219,3.61719
1.7361,3.52385,1.90333,3.70238
1.81158,3.52385,2.05209,3.80055
1.88707,3.52385,2.19719,3.92019
1.96255,3.52385,2.33711,4.07328
2.03803,3.52385,2.47005,4.27758
2.11352,3.52385,2.59387,4.56014
2.189,3.52385,2.70619,4.96236
2.26448,3.52385,2.80459,5.54646
2.33996,3.52385,2.8872,6.40163
2.41545,3.52385,2.95331,7.64601
2.49093,3.52385,3.00381,9.42185
2.56641,3.52385,3.04102,11.8907
2.64189,3.52385,3.06797,15.2501
2.71738,3.52385,3.08757,19.8009
2.79286,3.52385,3.10215,26.1134
2.86834,3.52385,3.11342,35.4417
2.94383,3.52385,3.12255,51.0422
3.01931,3.52385,3.13035,84.3334
3.09479,3.52385,3.1374,220.626
0,3.67706,nan,nan
0.0754827,3.67706,0.00681126,-129.913
0.150965,3.67706,0.0140672,-60.8321
0.226448,3.67706,0.0222333,-36.9528
0.301931,3.67706,0.0319235,-24.4264
0.377414,3.67706,0.0440011,-16.5124
0.452896,3.67706,0.0597104,-10.9956
0.528379,3.67706,0.0808206,-6.95598
0.603862,3.67706,0.109707,-3.95187
0.679344,3.67706,0.149227,-1.73607
0.754827,3.67706,0.202247,-0.136704
0.83031,3.67706,0.27091,0.990527
0.905792,3.67706,0.356022,1.77209
0.981275,3.67706,0.456956,2.31201
1.05676,3.67706,0.572043,2.68859
1.13224,3.67706,0.699124,2.95673
1.20772,3.67706,0.835978,3.15334
1.28321,3.67706,0.980528,3.30291
1.35869,3.67706,1.13091,3.42177
1.43417,3.67706,1.28545,3.52119
1.50965,3.67706,1.44259,3.60937
1.58514,3.67706,1.60089,3.69283
1.66062,3.67706,1.75892,3.77738
1.7361,3.67706,1.91525,3.86899
1.81158,3.67706,2.0684,3.9747
1.88707,3.67706,2.21677,4.10368
1.96255,3.67706,2.35863,4.26884
2.03803,3.67706,2.49202,4.48918
2.11352,3.67706,2.61481,4.79333
2.189,3.67706,2.72476,5.22434
2.26448,3.67706,2.81984,5.84545
2.33996,3.67706,2.8987,6.74476
2.41545,3.67706,2.96124,8.03548
2.49093,3.67706,3.00882,9.85107
2.56641,3.67706,3.04395,12.3437
2.64189,3.67706,3.06957,15.7052
2.71738,3.67706,3.08838,20.2372
2.79286,3.67706,3.10253,26.5142
2.86834,3.67706,3.11358,35.796
2.94383,3.67706,3.1226,51.3439
3.01931,3.67706,3.13036,84.5792
3.09479,3.67706,3.1374,220.814
0,3.83027,nan,nan
0.0754827,3.83027,0.00680781,-129.835
0.150965,3.83027,0.0140379,-60.8269
0.226448,3.83027,0.0221254,-37.0189
0.301931,3.83027,0.0316351,-24.5589
0.377414,3.83027,0.0433478,-16.7019
0.452896,3.83027,0.058373,-11.2265
0.528379,3.83027,0.0782745,-7.20608
0.603862,3.83027,0.105162,-4.19417
0.679344,3.83027,0.141639,-1.94437
0.754827,3.83027,0.190497,-0.292414
0.83031,3.83027,0.254138,0.89447
0.905792,3.83027,0.333993,1.73252
0.981275,3.83027,0.430247,2.32011
1.05676,3.83027,0.542,2.73423
1.13224,3.83027,0.667661,3.03099
1.20772,3.83027,0.805318,3.24926
1.28321,3.83027,0.952962,3.41542
1.35869,3.83027,1.10857,3.54739
1.43417,3.83027,1.2701,3.65765
1.50965,3.83027,1.43547,3.75533
1.58514,3.83027,1.60258,3.84772
1.66062,3.83027,1.76928,3.94134
1.7361,3.83027,1.93344,4.04287
1.81158,3.83027,2.09296,4.16016
1.88707,3.83027,2.24578,4.30341
1.96255,3.83027,2.38987,4.48688
2.03803,3.83027,2.5232,4.73129
2.11352,3.83027,2.64379,5.06723
2.189,3.83027,2.74981,5.53958
2.26448,3.83027,2.83989,6.21207
2.33996,3.83027,2.91349,7.17001
2.41545,3.83027,2.97129,8.51907
2.49093,3.83027,3.01512,10.3814
2.56641,3.83027,3.04763,12.8986
2.64189,3.83027,3.07158,16.2575
2.71738,3.83027,3.08941,20.7611
2.79286,3.83027,3.10302,26.99
2.86834,3.83027,3.11378,36.2106
2.94383,3.83027,3.12267,51.6898
3.01931,3.83027,3.13038,84.8527
3.09479,3.83027,3.1374,221.014
0,3.98348,nan,nan
0.0754827,3.98348,0.00680366,-129.771
0.150965,3.98348,0.0140029,-60.8522
0.226448,3.98348,0.0219966,-37.1304
0.301931,3.98348,0.0312932,-24.7511
0.377414,3.98348,0.0425805,-16.9647
0.452896,3.98348,0.0568164,-11.5432
0.528379,3.98348,0.075334,-7.55253
0.603862,3.98348,0.0999313,-4.54041
0.679344,3.98348,0.13288,-2.25947
0.754827,3.98348,0.176766,-0.551565
0.83031,3.98348,0.234118,0.704437
0.905792,3.98348,0.306933,1.61256
0.981275,3.98348,0.396334,2.26274
1.05676,3.98348,0.502498,2.72849
1.13224,3.98348,0.624831,3.06598
1.20772,3.98348,0.762195,3.31588
1.28321,3.98348,0.913037,3.50675
1.35869,3.98348,1.07541,3.6585
1.43417,3.98348,1.24689,3.78524
1.50965,3.98348,1.42459,3.89744
1.58514,3.98348,1.60516,4.00352
1.66062,3.98348,1.78505,4.11101
1.7361,3.98348,1.96076,4.22767
1.81158,3.98348,2.1291,4.36252
1.88707,3.98348,2.28734,4.52721
1.96255,3.98348,2.43327,4.73776
2.03803,3.98348,2.56509,5.01701
2.11352,3.98348,2.68138,5.39767
2.189,3.98348,2.78121,5.92595
2.26448,3.98348,2.86424,6.66454
2.33996,3.98348,2.931,7.69345
2.41545,3.98348,2.98296,9.10816
2.49093,3.98348,3.02238,11.0182
2.56641,3.98348,3.05186,13.5551
2.64189,3.98348,3.0739,16.9023
2.71738,3.98348,3.09061,21.3661
2.79286,3.98348,3.10359,27.5339
2.86834,3.98348,3.11402,36.6795
2.94383,3.98348,3.12276,52.0754
3.01931,3.98348,3.1304,85.1509
3.09479,3.98348,3.1374,221.223
0,4.13669,nan,nan
0.0754827,4.13669,0.00679889,-129.721
0.150965,4.13669,0.0139628,-60.9038
0.226448,4.13669,0.0218505,-37.2812
0.301931,4.13669,0.0309089,-24.9954
0.377414,4.13669,0.0417269,-17.2921
0.452896,4.13669,0.0551044,-11.9374
0.528379,4.13669,0.0721329,-7.98947
0.603862,4.13669,0.0942746,-4.98953
0.679344,4.13669,0.123403,-2.68736
0.754827,4.13669,0.161758,-0.928269
0.83031,4.13669,0.211765,0.399254
0.905792,4.13669,0.275754,1.38682
0.981275,4.13669,0.355685,2.11365
1.05676,4.13669,0.452984,2.64689
1.13224,4.13669,0.568543,3.04056
1.20772,4.13669,0.702758,3.33599
1.28321,4.13669,0.855459,3.56363
1.35869,4.13669,1.02563,3.74557
1.43417,4.13669,1.21096,3.89796
1.50965,4.13669,1.40741,4.03305
1.58514,4.13669,1.60925,4.16083
1.66062,4.13669,1.80981,4.2903
1.7361,4.13669,2.00262,4.4307
1.81158,4.13669,2.18257,4.5927
1.88707,4.13669,2.34629,4.78983
1.96255,4.13669,2.49203,5.04023
2.03803,4.13669,2.61914,5.36886
2.11352,4.13669,2.72769,5.81004
2.189,4.13669,2.81826,6.40974
2.26448,4.13669,2.89193,7.22706
2.33996,4.13669,2.95036,8.33384
2.41545,4.13669,2.99565,9.81376
2.49093,4.13669,3.03022,11.7645
2.56641,4.13669,3.05644,14.3099
2.64189,4.13669,3.07644,17.6327
2.71738,4.13669,3.09193,22.0438
2.79286,4.13669,3.10423,28.1378
2.86834,4.13669,3.1143,37.1955
2.94383,4.13669,3.12285,52.4954
3.01931,4.13669,3.13042,85.4704
3.09479,4.13669,3.1374,221.44
0,4.28991,nan,nan
0.0754827,4.28991,0.00679364,-129.681
